model:model/t1c0.1-t2c0.01-lr0.15-decay0.95-gau3-ep10-gr10.pkl
input_data:sample_data/input.dat
output_dir:output/out1.txt
dataset length: 3000
features per example: 136
(誤差平均, 誤差分散), ニューロン使用率, 階層数, マップ数, ニューロン数
(113.1063, 43.39544),1.1905,4,18,150
header layer 0 1 2 3 (y,x)
[59900001-59905000] 2 root root(1,0) None None (0,0)
[43860001-43865000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[63390001-63395000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[79605001-79610000] 2 root root(0,0) None None (1,0)
[88905001-88910000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[85430001-85435000] 2 root root(0,0) None None (1,0)
[18320001-18325000] 2 root root(0,0) None None (1,1)
[4935001-4940000] 2 root root(0,0) None None (0,3)
[28755001-28760000] 2 root root(0,0) None None (0,0)
[72260001-72265000] 2 root root(1,1) None None (3,0)
[84435001-84440000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[106565001-106570000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[107685001-107690000] 3 root root(1,0) root(1,0)(1,1) None (0,1)
[95365001-95370000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[113755001-113760000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[60200001-60205000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[48850001-48855000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[74115001-74120000] 2 root root(1,1) None None (2,1)
[96800001-96805000] 2 root root(0,0) None None (0,0)
[22870001-22875000] 2 root root(0,0) None None (1,0)
[111300001-111305000] 2 root root(1,0) None None (0,0)
[87585001-87590000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[86455001-86460000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[64230001-64235000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[15295001-15300000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[112935001-112940000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[26110001-26115000] 2 root root(0,0) None None (1,3)
[21915001-21920000] 2 root root(0,0) None None (1,2)
[75980001-75985000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[4795001-4800000] 2 root root(0,0) None None (1,0)
[74065001-74070000] 2 root root(0,0) None None (1,0)
[50785001-50790000] 2 root root(0,0) None None (0,0)
[79995001-80000000] 2 root root(0,0) None None (0,2)
[21020001-21025000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[13740001-13745000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[83805001-83810000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[32060001-32065000] 2 root root(1,1) None None (0,0)
[3645001-3650000] 2 root root(0,0) None None (1,0)
[49895001-49900000] 2 root root(0,0) None None (0,0)
[104105001-104110000] 2 root root(1,0) None None (0,0)
[88080001-88085000] 2 root root(0,0) None None (0,0)
[71365001-71370000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[95355001-95360000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[98350001-98355000] 2 root root(0,0) None None (0,2)
[100025001-100030000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[70465001-70470000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[62105001-62110000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[50830001-50835000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[84760001-84765000] 2 root root(1,1) None None (0,0)
[83910001-83915000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[53320001-53325000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[86120001-86125000] 2 root root(0,0) None None (1,2)
[31705001-31710000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[68400001-68405000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[82625001-82630000] 1 root None None None (1,2)
[57605001-57610000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[90105001-90110000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[62400001-62405000] 2 root root(1,1) None None (2,1)
[79075001-79080000] 2 root root(0,0) None None (1,0)
[92740001-92745000] 2 root root(0,0) None None (1,0)
[57300001-57305000] 2 root root(1,1) None None (3,0)
[99880001-99885000] 1 root None None None (0,1)
[21600001-21605000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[56010001-56015000] 3 root root(1,0) root(1,0)(1,1) None (0,1)
[53450001-53455000] 2 root root(0,0) None None (1,0)
[59655001-59660000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[85820001-85825000] 2 root root(1,0) None None (0,0)
[72460001-72465000] 1 root None None None (0,1)
[62640001-62645000] 2 root root(0,0) None None (1,1)
[40750001-40755000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[51385001-51390000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[44560001-44565000] 2 root root(0,0) None None (1,0)
[55685001-55690000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[36755001-36760000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[106450001-106455000] 2 root root(0,0) None None (1,0)
[113175001-113180000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[106120001-106125000] 2 root root(1,0) None None (0,0)
[80655001-80660000] 2 root root(0,0) None None (1,0)
[55595001-55600000] 1 root None None None (0,1)
[75805001-75810000] 2 root root(1,0) None None (0,0)
[112145001-112150000] 2 root root(0,0) None None (1,0)
[7345001-7350000] 2 root root(1,0) None None (0,1)
[41995001-42000000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[97450001-97455000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[115290001-115295000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[61960001-61965000] 1 root None None None (0,1)
[60090001-60095000] 2 root root(0,0) None None (1,3)
[6500001-6505000] 2 root root(0,0) None None (1,0)
[74875001-74880000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[28105001-28110000] 2 root root(1,1) None None (0,1)
[58620001-58625000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[110800001-110805000] 2 root root(0,0) None None (1,2)
[81340001-81345000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[33180001-33185000] 1 root None None None (0,1)
[80185001-80190000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[37365001-37370000] 2 root root(0,0) None None (0,0)
[95610001-95615000] 2 root root(0,0) None None (1,0)
[35845001-35850000] 1 root None None None (1,2)
[3440001-3445000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[55075001-55080000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[91315001-91320000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[40195001-40200000] 2 root root(1,1) None None (0,0)
[45090001-45095000] 2 root root(0,0) None None (0,0)
[2960001-2965000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[42470001-42475000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[66115001-66120000] 2 root root(0,0) None None (1,0)
[83615001-83620000] 2 root root(0,0) None None (1,0)
[97850001-97855000] 2 root root(0,0) None None (1,0)
[110670001-110675000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[105200001-105205000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[67270001-67275000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[78890001-78895000] 2 root root(0,0) None None (0,2)
[97470001-97475000] 2 root root(0,0) None None (0,0)
[24420001-24425000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[92555001-92560000] 3 root root(1,0) root(1,0)(1,2) None (1,2)
[103970001-103975000] 2 root root(0,0) None None (1,3)
[58370001-58375000] 1 root None None None (0,1)
[50995001-51000000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[15640001-15645000] 1 root None None None (1,2)
[31900001-31905000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[76705001-76710000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[96765001-96770000] 2 root root(0,0) None None (1,1)
[64865001-64870000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[40455001-40460000] 2 root root(1,1) None None (1,1)
[49040001-49045000] 2 root root(0,0) None None (1,0)
[44040001-44045000] 2 root root(0,0) None None (0,0)
[107425001-107430000] 2 root root(1,0) None None (0,0)
[83820001-83825000] 2 root root(1,1) None None (3,0)
[98900001-98905000] 2 root root(0,0) None None (0,0)
[82305001-82310000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[7370001-7375000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[58900001-58905000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[81180001-81185000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[8365001-8370000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[115130001-115135000] 2 root root(0,0) None None (1,0)
[62600001-62605000] 1 root None None None (0,1)
[65195001-65200000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[24485001-24490000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[82705001-82710000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[47375001-47380000] 2 root root(0,0) None None (0,0)
[103165001-103170000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[115165001-115170000] 1 root None None None (0,1)
[28410001-28415000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[42490001-42495000] 2 root root(0,0) None None (0,0)
[91285001-91290000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[15945001-15950000] 2 root root(0,0) None None (1,0)
[15765001-15770000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[57190001-57195000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[31375001-31380000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[47450001-47455000] 2 root root(0,0) None None (1,0)
[17460001-17465000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[43045001-43050000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[112105001-112110000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[89040001-89045000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[6775001-6780000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[71050001-71055000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[80035001-80040000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[90600001-90605000] 2 root root(0,0) None None (0,3)
[84860001-84865000] 2 root root(1,0) None None (0,0)
[77245001-77250000] 2 root root(0,0) None None (1,0)
[97970001-97975000] 2 root root(0,0) None None (1,3)
[58665001-58670000] 2 root root(1,0) None None (0,0)
[77420001-77425000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[94055001-94060000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[98370001-98375000] 2 root root(0,0) None None (1,0)
[76120001-76125000] 1 root None None None (0,1)
[40220001-40225000] 2 root root(0,0) None None (1,1)
[47135001-47140000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[100390001-100395000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[37830001-37835000] 2 root root(1,0) None None (0,0)
[94295001-94300000] 2 root root(0,0) None None (0,0)
[36565001-36570000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[6055001-6060000] 2 root root(0,0) None None (1,0)
[75855001-75860000] 1 root None None None (0,1)
[42755001-42760000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[53340001-53345000] 2 root root(1,1) None None (3,1)
[91410001-91415000] 2 root root(0,0) None None (1,0)
[99730001-99735000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[84500001-84505000] 1 root None None None (0,1)
[53765001-53770000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[42455001-42460000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[80775001-80780000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[89585001-89590000] 2 root root(1,1) None None (1,0)
[49230001-49235000] 1 root None None None (0,1)
[35395001-35400000] 2 root root(0,0) None None (1,3)
[53185001-53190000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[23395001-23400000] 2 root root(0,0) None None (1,0)
[35160001-35165000] 1 root None None None (1,2)
[45335001-45340000] 2 root root(0,0) None None (1,2)
[36270001-36275000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[93610001-93615000] 2 root root(0,0) None None (0,1)
[6110001-6115000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[13680001-13685000] 2 root root(0,0) None None (1,2)
[106885001-106890000] 2 root root(0,0) None None (0,0)
[113570001-113575000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[85240001-85245000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[68925001-68930000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[12430001-12435000] 2 root root(1,1) None None (1,1)
[37980001-37985000] 2 root root(0,0) None None (1,1)
[46785001-46790000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[14635001-14640000] 2 root root(0,0) None None (1,0)
[74330001-74335000] 3 root root(1,0) root(1,0)(1,2) None (0,2)
[84180001-84185000] 2 root root(0,0) None None (0,3)
[5220001-5225000] 1 root None None None (0,1)
[52430001-52435000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[96630001-96635000] 1 root None None None (0,1)
[15290001-15295000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[20495001-20500000] 3 root root(1,0) root(1,0)(1,1) None (0,1)
[65305001-65310000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[15830001-15835000] 2 root root(0,0) None None (0,0)
[94075001-94080000] 1 root None None None (0,1)
[29645001-29650000] 2 root root(1,3) None None (1,1)
[20320001-20325000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[26875001-26880000] 2 root root(1,0) None None (0,0)
[96165001-96170000] 2 root root(0,0) None None (0,0)
[104630001-104635000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[81395001-81400000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[14890001-14895000] 1 root None None None (1,2)
[33535001-33540000] 1 root None None None (0,1)
[32575001-32580000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[23405001-23410000] 2 root root(0,0) None None (1,0)
[70985001-70990000] 2 root root(0,0) None None (1,0)
[77595001-77600000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[45200001-45205000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[68120001-68125000] 3 root root(1,0) root(1,0)(1,1) None (0,3)
[46400001-46405000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[113910001-113915000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[80550001-80555000] 3 root root(1,0) root(1,0)(1,2) None (1,2)
[84165001-84170000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[75605001-75610000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[9915001-9920000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[73400001-73405000] 2 root root(1,1) None None (1,0)
[74690001-74695000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[15355001-15360000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[105180001-105185000] 2 root root(0,0) None None (0,2)
[10470001-10475000] 2 root root(1,1) None None (2,1)
[26890001-26895000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[3820001-3825000] 2 root root(0,0) None None (1,2)
[62310001-62315000] 2 root root(0,0) None None (0,3)
[91980001-91985000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[50990001-50995000] 2 root root(0,0) None None (0,0)
[39950001-39955000] 2 root root(1,1) None None (3,0)
[36535001-36540000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[71100001-71105000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[97950001-97955000] 2 root root root(0,0) root(0,0) (0,0)
[16265001-16270000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[59295001-59300000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[62915001-62920000] 1 root None None None (0,1)
[62285001-62290000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[10180001-10185000] 2 root root(0,0) None None (0,0)
[78505001-78510000] 2 root root(0,0) None None (1,0)
[87775001-87780000] 2 root root(0,0) None None (0,0)
[45580001-45585000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[30190001-30195000] 2 root root(0,0) None None (1,0)
[17740001-17745000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[43060001-43065000] 2 root root(0,0) None None (0,3)
[25650001-25655000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[16815001-16820000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[33570001-33575000] 1 root None None None (0,1)
[35565001-35570000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[4905001-4910000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[108045001-108050000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[82045001-82050000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[25205001-25210000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[108725001-108730000] 2 root root(1,1) None None (2,1)
[29025001-29030000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[95735001-95740000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[115610001-115615000] 2 root root(0,0) None None (0,0)
[111145001-111150000] 1 root None None None (0,1)
[19250001-19255000] 2 root root(0,0) None None (0,0)
[35710001-35715000] 1 root None None None (1,2)
[65810001-65815000] 2 root root(0,0) None None (0,0)
[32110001-32115000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[51765001-51770000] 2 root root(0,0) None None (1,0)
[40010001-40015000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[28955001-28960000] 2 root root(0,0) None None (0,1)
[47535001-47540000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[20110001-20115000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[29335001-29340000] 2 root root(1,1) None None (0,0)
[9390001-9395000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[107670001-107675000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[74705001-74710000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[70925001-70930000] 2 root root(1,1) None None (1,0)
[8760001-8765000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[32670001-32675000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[11265001-11270000] 2 root root(0,0) None None (1,0)
[56915001-56920000] 2 root root(1,0) None None (0,0)
[66025001-66030000] 2 root root root(0,0) root(0,0) (0,1)
[78170001-78175000] 1 root None None None (0,1)
[93165001-93170000] 2 root root(0,0) None None (0,0)
[57635001-57640000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[43785001-43790000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[91060001-91065000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[67415001-67420000] 2 root root(0,0) None None (1,2)
[62090001-62095000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[70360001-70365000] 2 root root(0,0) None None (1,0)
[56800001-56805000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[4305001-4310000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[102090001-102095000] 1 root None None None (1,2)
[5960001-5965000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[36415001-36420000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[68760001-68765000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[77310001-77315000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[46130001-46135000] 2 root root(0,0) None None (0,3)
[97500001-97505000] 2 root root(0,0) None None (1,0)
[8195001-8200000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[10185001-10190000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[49145001-49150000] 2 root root(0,0) None None (0,0)
[57260001-57265000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[116230001-116235000] 3 root root(1,0) root(1,0)(1,2) None (0,2)
[34975001-34980000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[97360001-97365000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[32465001-32470000] 1 root None None None (0,1)
[46240001-46245000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[69185001-69190000] 2 root root(0,0) None None (0,0)
[13180001-13185000] 2 root root(0,0) None None (1,1)
[39315001-39320000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[45915001-45920000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[102160001-102165000] 1 root None None None (0,1)
[82885001-82890000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[47635001-47640000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[76785001-76790000] 2 root root(0,0) None None (1,1)
[33865001-33870000] 1 root None None None (0,1)
[109510001-109515000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[62055001-62060000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[100245001-100250000] 2 root root(0,0) None None (0,3)
[49875001-49880000] 2 root root(0,0) None None (0,0)
[66360001-66365000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[85900001-85905000] 2 root root(1,1) None None (3,0)
[87175001-87180000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[17680001-17685000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[38225001-38230000] 2 root root(1,1) None None (3,0)
[79395001-79400000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[63595001-63600000] 1 root None None None (0,1)
[50630001-50635000] 1 root None None None (0,1)
[87590001-87595000] 2 root root(0,0) None None (1,2)
[44525001-44530000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[51640001-51645000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[101570001-101575000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[60615001-60620000] 1 root None None None (1,2)
[82495001-82500000] 3 root root(1,0) root(1,0)(1,1) None (0,3)
[7770001-7775000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[78885001-78890000] 2 root root(0,0) None None (0,3)
[66585001-66590000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[112285001-112290000] 2 root root(0,0) None None (1,0)
[6680001-6685000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[84440001-84445000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[43490001-43495000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[114805001-114810000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[33215001-33220000] 2 root root(0,0) None None (0,1)
[67905001-67910000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[60425001-60430000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[17025001-17030000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[10135001-10140000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[17830001-17835000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[3215001-3220000] 2 root root(0,0) None None (1,1)
[87180001-87185000] 2 root root(0,0) None None (0,0)
[82610001-82615000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[6100001-6105000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[21375001-21380000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[85110001-85115000] 2 root root(1,1) None None (3,0)
[50625001-50630000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[113315001-113320000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[51655001-51660000] 2 root root(1,1) None None (3,1)
[67100001-67105000] 2 root root(0,0) None None (1,0)
[57495001-57500000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[52965001-52970000] 2 root root(0,0) None None (1,0)
[65270001-65275000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[15415001-15420000] 2 root root(0,0) None None (1,2)
[14510001-14515000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[16970001-16975000] 2 root root(1,0) None None (0,1)
[10295001-10300000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[16320001-16325000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[53785001-53790000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[6180001-6185000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[49320001-49325000] 2 root root(0,0) None None (1,0)
[36595001-36600000] 2 root root(0,0) None None (0,2)
[66130001-66135000] 2 root root(0,0) None None (1,1)
[37730001-37735000] 2 root root(1,1) None None (0,1)
[23205001-23210000] 2 root root(1,1) None None (0,1)
[115085001-115090000] 2 root root(0,0) None None (0,0)
[1001-6000] 2 root root root root (0,0)
[2001-7000] 2 root root root root (0,0)
[3001-8000] 2 root root root root (0,0)
[4001-9000] 2 root root root root (0,0)
[6001-11000] 2 root root root root (0,0)
[7001-12000] 2 root root root root (0,0)
[8001-13000] 2 root root root root (0,0)
[9001-14000] 2 root root root root (0,0)
[11001-16000] 2 root root root root (0,1)
[12001-17000] 2 root root root root (0,1)
[13001-18000] 2 root root root root (0,0)
[14001-19000] 2 root root root root (0,0)
[16001-21000] 3 root root root root (0,0)
[17001-22000] 2 root root root root (0,0)
[18001-23000] 2 root root root root (0,0)
[19001-24000] 3 root root root root (0,0)
[21001-26000] 2 root root root root (0,0)
[22001-27000] 2 root root root root (0,0)
[23001-28000] 3 root root root root (0,0)
[24001-29000] 3 root root root root (0,0)
[26001-31000] 3 root root root root (0,0)
[27001-32000] 3 root root root root (0,0)
[28001-33000] 3 root root root root (0,0)
[29001-34000] 3 root root root root (0,0)
[31001-36000] 3 root root root root (1,0)
[32001-37000] 3 root root root root (1,0)
[33001-38000] 3 root root root root (0,0)
[34001-39000] 3 root root root root (0,0)
[36001-41000] 3 root root root root (1,0)
[37001-42000] 3 root root root root (1,0)
[38001-43000] 3 root root root root (1,0)
[39001-44000] 3 root root root root (1,0)
[41001-46000] 3 root root root root (0,0)
[42001-47000] 3 root root root root (0,0)
[43001-48000] 3 root root root root (0,0)
[44001-49000] 3 root root root root (0,0)
[46001-51000] 2 root root root root (0,0)
[47001-52000] 3 root root root root (0,0)
[48001-53000] 3 root root root root (1,0)
[49001-54000] 3 root root root root (1,0)
[51001-56000] 3 root root root root (0,0)
[52001-57000] 3 root root root root (0,0)
[53001-58000] 3 root root root root (2,1)
[54001-59000] 3 root root root root (2,1)
[56001-61000] 3 root root root root (0,0)
[57001-62000] 3 root root root root (0,0)
[58001-63000] 3 root root root root (2,1)
[59001-64000] 3 root root root root (2,1)
[61001-66000] 3 root root root root (0,0)
[62001-67000] 3 root root root root (0,0)
[63001-68000] 3 root root root root (0,0)
[64001-69000] 3 root root root root (0,0)
[66001-71000] 3 root root root root (0,0)
[67001-72000] 3 root root root root (0,0)
[68001-73000] 3 root root root root (0,1)
[69001-74000] 3 root root root root (0,1)
[71001-76000] 3 root root root root (1,1)
[72001-77000] 3 root root root root (1,1)
[73001-78000] 3 root root root root (0,1)
[74001-79000] 3 root root root root (0,1)
[76001-81000] 3 root root root root (1,0)
[77001-82000] 3 root root root root (0,0)
[78001-83000] 3 root root root root (0,1)
[79001-84000] 3 root root root root (0,1)
[81001-86000] 3 root root root root (0,1)
[82001-87000] 3 root root root root (0,0)
[83001-88000] 3 root root root root (0,0)
[84001-89000] 3 root root root root (0,0)
[86001-91000] 3 root root root root (0,0)
[87001-92000] 3 root root root root (0,0)
[88001-93000] 3 root root root root (0,1)
[89001-94000] 3 root root root root (1,1)
[91001-96000] 3 root root root root (0,1)
[92001-97000] 3 root root root root (0,1)
[93001-98000] 3 root root root root (0,1)
[94001-99000] 3 root root root root (0,0)
[96001-101000] 3 root root root root (0,0)
[97001-102000] 3 root root root root (0,1)
[98001-103000] 3 root root root root (1,1)
[99001-104000] 3 root root root root (2,1)
[101001-106000] 3 root root root root (2,1)
[102001-107000] 3 root root root root (1,0)
[103001-108000] 3 root root root root (0,0)
[104001-109000] 3 root root root root (0,0)
[106001-111000] 3 root root root root (0,0)
