model:model/t1c0.1-t2c0.01-lr0.15-decay0.95-gau3-ep10-gr10.pkl
input_data:sample_data/input.dat
output_dir:output/out1.txt
dataset length: 3000
features per example: 136
(誤差平均, 誤差分散), ニューロン使用率, 階層数, マップ数, ニューロン数
(113.1063, 43.39544),1.1905,4,18,150
header layer 0 1 2 3 (y,x)
[1665001-1670000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[1670001-1675000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1675001-1680000] 2 root root(0,3) None None (2,1)
[1680001-1685000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1685001-1690000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,0) (2,0)
[1690001-1695000] 2 root root(0,3) None None (2,1)
[1695001-1700000] 2 root root(0,3) None None (2,1)
[1700001-1705000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[1705001-1710000] 2 root root(0,3) None None (1,1)
[1710001-1715000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1715001-1720000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[1720001-1725000] 2 root root root(0,0) root(0,3) (0,0)
[1725001-1730000] 2 root root(0,3) None None (0,0)
[1730001-1735000] 2 root root(0,3) None None (2,1)
[1735001-1740000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[1740001-1745000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[1745001-1750000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,2)
[1750001-1755000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1755001-1760000] 2 root root(0,3) None None (0,0)
[1760001-1765000] 2 root root(0,3) None None (0,0)
[1765001-1770000] 2 root root(0,3) None None (1,1)
[1770001-1775000] 2 root root(0,3) None None (0,0)
[1775001-1780000] 2 root root(0,3) None None (0,0)
[1780001-1785000] 3 root root(0,3) root(0,3)(0,1) None (1,1)
[1785001-1790000] 2 root root(0,3) None None (2,1)
[1790001-1795000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[1795001-1800000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1800001-1805000] 2 root root(0,3) None None (1,0)
[1805001-1810000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[1810001-1815000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[1815001-1820000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[1820001-1825000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[1825001-1830000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[1830001-1835000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[1835001-1840000] 2 root root(0,3) None None (0,0)
[1840001-1845000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,0) (3,1)
[1845001-1850000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1850001-1855000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,0) (3,1)
[1855001-1860000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,0) (3,1)
[1860001-1865000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1865001-1870000] 2 root root(0,3) None None (1,1)
[1870001-1875000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1875001-1880000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1880001-1885000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1885001-1890000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[1890001-1895000] 2 root root(0,3) None None (1,1)
[1895001-1900000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,0)
[1900001-1905000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[1905001-1910000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[1910001-1915000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[1915001-1920000] 2 root root(0,3) None None (2,1)
[1920001-1925000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[1925001-1930000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[1930001-1935000] 2 root root(0,3) None None (0,0)
[1935001-1940000] 2 root root(0,3) None None (1,1)
[1940001-1945000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,3)
[1945001-1950000] 2 root root(0,3) None None (0,0)
[1950001-1955000] 2 root root(0,3) None None (2,1)
[1955001-1960000] 2 root root(0,3) None None (1,1)
[1960001-1965000] 2 root root(0,3) None None (0,0)
[1965001-1970000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[1970001-1975000] 2 root root(0,3) None None (1,1)
[1975001-1980000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[1980001-1985000] 3 root root(0,3) root(0,3)(2,0) None (0,2)
[1985001-1990000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[1990001-1995000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[1995001-2000000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2000001-2005000] 2 root root(0,3) None None (2,1)
[2005001-2010000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2010001-2015000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2015001-2020000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[2020001-2025000] 2 root root(0,3) None None (0,0)
[2025001-2030000] 3 root root root(0,0) root(0,3) (1,4)
[2030001-2035000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2035001-2040000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2040001-2045000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2045001-2050000] 2 root root(0,3) None None (1,1)
[2050001-2055000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2055001-2060000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2060001-2065000] 2 root root(0,3) None None (2,1)
[2065001-2070000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2070001-2075000] 2 root root(0,3) None None (1,1)
[2075001-2080000] 2 root root(0,3) None None (0,0)
[2080001-2085000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2085001-2090000] 3 root root root(0,0) root(0,3) (1,2)
[2090001-2095000] 2 root root(0,3) None None (1,0)
[2095001-2100000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2100001-2105000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2105001-2110000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2110001-2115000] 2 root root(0,3) None None (1,1)
[2115001-2120000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2120001-2125000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2125001-2130000] 3 root root(0,3) root(0,3)(2,0) None (1,1)
[2130001-2135000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2135001-2140000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2140001-2145000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2145001-2150000] 2 root root(0,3) None None (2,1)
[2150001-2155000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2155001-2160000] 3 root root(0,3) root(0,3)(2,0) None (1,1)
[2160001-2165000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2165001-2170000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2170001-2175000] 2 root root(0,3) None None (1,1)
[2175001-2180000] 2 root root(0,3) None None (1,0)
[2180001-2185000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2185001-2190000] 3 root root(0,3) root(0,3)(2,0) None (1,0)
[2190001-2195000] 2 root root(0,3) None None (1,1)
[2195001-2200000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2200001-2205000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2205001-2210000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2210001-2215000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2215001-2220000] 2 root root(0,3) None None (1,1)
[2220001-2225000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2225001-2230000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2230001-2235000] 2 root root(0,3) None None (1,0)
[2235001-2240000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2240001-2245000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2245001-2250000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2250001-2255000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2255001-2260000] 2 root root(0,3) None None (1,0)
[2260001-2265000] 2 root root(0,3) None None (2,1)
[2265001-2270000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2270001-2275000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2275001-2280000] 3 root root root(0,0) root(0,3) (1,4)
[2280001-2285000] 3 root root(0,3) root(0,3)(2,0) None (1,0)
[2285001-2290000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2290001-2295000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2295001-2300000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2300001-2305000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2305001-2310000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2310001-2315000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2315001-2320000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2320001-2325000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2325001-2330000] 2 root root(0,3) None None (2,1)
[2330001-2335000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2335001-2340000] 2 root root(0,3) None None (1,0)
[2340001-2345000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2345001-2350000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2350001-2355000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2355001-2360000] 3 root root(0,3) root(0,3)(2,0) None (1,0)
[2360001-2365000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2365001-2370000] 2 root root(0,3) None None (1,1)
[2370001-2375000] 2 root root(0,3) None None (1,0)
[2375001-2380000] 2 root root(0,3) None None (1,0)
[2380001-2385000] 2 root root(0,3) None None (2,1)
[2385001-2390000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2390001-2395000] 2 root root(0,3) None None (2,1)
[2395001-2400000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2400001-2405000] 2 root root(0,3) None None (0,0)
[2405001-2410000] 2 root root(0,3) None None (2,1)
[2410001-2415000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2415001-2420000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2420001-2425000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2425001-2430000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,2)
[2430001-2435000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,2)
[2435001-2440000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,1)
[2440001-2445000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,2)
[2445001-2450000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (1,3)
[2450001-2455000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2455001-2460000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2460001-2465000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2465001-2470000] 3 root root(0,3) root(0,3)(2,0) None (1,1)
[2470001-2475000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2475001-2480000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2480001-2485000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2485001-2490000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2490001-2495000] 2 root root(0,3) None None (0,0)
[2495001-2500000] 2 root root(0,3) None None (1,0)
[2500001-2505000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2505001-2510000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2510001-2515000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2515001-2520000] 2 root root(0,3) None None (2,1)
[2520001-2525000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2525001-2530000] 2 root root(0,3) None None (0,0)
[2530001-2535000] 2 root root(0,3) None None (1,0)
[2535001-2540000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2540001-2545000] 2 root root(0,3) None None (1,0)
[2545001-2550000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2550001-2555000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2555001-2560000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2560001-2565000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,2)
[2565001-2570000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2570001-2575000] 3 root root(0,3) root(0,3)(2,0) None (1,1)
[2575001-2580000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2580001-2585000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2585001-2590000] 2 root root(0,3) None None (2,1)
[2590001-2595000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[2595001-2600000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[2600001-2605000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2605001-2610000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[2610001-2615000] 3 root root root(0,3) root(0,3)(2,0) (0,0)
[2615001-2620000] 2 root root root(0,0) root(0,3) (1,0)
[2620001-2625000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2625001-2630000] 2 root root(0,3) None None (2,1)
[2630001-2635000] 3 root root(0,3) root(0,3)(2,0) None (0,2)
[2635001-2640000] 2 root root(0,3) None None (0,0)
[2640001-2645000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2645001-2650000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2650001-2655000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2655001-2660000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2660001-2665000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2665001-2670000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2670001-2675000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2675001-2680000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2680001-2685000] 2 root root(0,3) None None (1,0)
[2685001-2690000] 2 root root(0,3) None None (1,0)
[2690001-2695000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2695001-2700000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2700001-2705000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2705001-2710000] 2 root root(0,3) None None (2,1)
[2710001-2715000] 2 root root(0,3) None None (1,0)
[2715001-2720000] 2 root root(0,3) None None (0,0)
[2720001-2725000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2725001-2730000] 2 root root(0,3) None None (1,1)
[2730001-2735000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2735001-2740000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2740001-2745000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2745001-2750000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2750001-2755000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2755001-2760000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2760001-2765000] 3 root root root(0,3) root(0,3)(2,0) (1,0)
[2765001-2770000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2770001-2775000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2775001-2780000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2780001-2785000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[2785001-2790000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2790001-2795000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2795001-2800000] 3 root root(0,3) root(0,3)(2,0) None (1,2)
[2800001-2805000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2805001-2810000] 2 root root(0,3) None None (1,1)
[2810001-2815000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2815001-2820000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2820001-2825000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2825001-2830000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2830001-2835000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2835001-2840000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2840001-2845000] 4 root root(0,3) root(0,3)(0,1) root(0,3)(0,1)(0,1) (0,3)
[2845001-2850000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2850001-2855000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2855001-2860000] 2 root root(0,3) None None (1,0)
[2860001-2865000] 2 root root(0,3) None None (1,1)
[2865001-2870000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2870001-2875000] 3 root root(0,3) root(0,3)(2,0) None (0,3)
[2875001-2880000] 3 root root(0,3) root(0,3)(2,0) None (1,3)
[2880001-2885000] 3 root root(0,3) root(0,3)(2,0) None (0,1)
[2885001-2890000] 3 root root(0,3) root(0,3)(2,0) None (0,0)
[2890001-2895000] 3 root root(0,3) root(0,3)(2,0) None (0,4)
[2895001-2900000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[2900001-2905000] 2 root root(0,3) None None (0,0)
[2905001-2910000] 3 root root(0,3) root(0,3)(2,0) None (1,4)
[65415001-65420000] 2 root root(1,0) None None (0,0)
[100110001-100115000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[61565001-61570000] 2 root root(0,0) None None (1,0)
[14065001-14070000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[28400001-28405000] 2 root root(0,0) None None (0,2)
[39705001-39710000] 2 root root(1,0) None None (0,0)
[7645001-7650000] 2 root root(0,0) None None (0,0)
[84795001-84800000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[113350001-113355000] 2 root root(0,0) None None (0,0)
[44970001-44975000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[85880001-85885000] 2 root root(0,0) None None (1,1)
[3120001-3125000] 2 root root(0,0) None None (1,2)
[110840001-110845000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[21250001-21255000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[32280001-32285000] 2 root root(0,0) None None (1,3)
[97955001-97960000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[29255001-29260000] 1 root None None None (0,1)
[55745001-55750000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[4135001-4140000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[10150001-10155000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[93220001-93225000] 2 root root(0,0) None None (0,0)
[32905001-32910000] 1 root None None None (1,2)
[6880001-6885000] 2 root root(1,0) None None (0,1)
[34920001-34925000] 1 root None None None (1,2)
[112080001-112085000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[25215001-25220000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[53815001-53820000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[18090001-18095000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[16495001-16500000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[57705001-57710000] 3 root root root(1,0) root(1,0) (0,0)
[22590001-22595000] 2 root root(1,0) None None (0,0)
[81695001-81700000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[72720001-72725000] 2 root root(0,0) None None (1,0)
[115280001-115285000] 2 root root(0,0) None None (1,0)
[10670001-10675000] 2 root root root(0,0) root(0,0) (1,0)
[100905001-100910000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[38550001-38555000] 2 root root(0,0) None None (0,0)
[18530001-18535000] 2 root root(0,0) None None (0,1)
[100610001-100615000] 2 root root(0,0) None None (1,0)
[35465001-35470000] 1 root None None None (0,1)
[94625001-94630000] 2 root root(0,0) None None (1,2)
[70055001-70060000] 2 root root(0,0) None None (0,3)
[69930001-69935000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[3935001-3940000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[5995001-6000000] 2 root root(0,0) None None (1,0)
[17115001-17120000] 2 root root(0,0) None None (0,3)
[101890001-101895000] 1 root None None None (1,2)
[66590001-66595000] 2 root root root(0,0) root(0,0) (1,2)
[103985001-103990000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[21150001-21155000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[108085001-108090000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[80770001-80775000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[53840001-53845000] 2 root root(0,0) None None (1,0)
[114965001-114970000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[115480001-115485000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[49490001-49495000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[55090001-55095000] 2 root root(0,0) None None (1,0)
[52860001-52865000] 2 root root(0,0) None None (0,1)
[98705001-98710000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[71370001-71375000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[25470001-25475000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[36200001-36205000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[67975001-67980000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[97980001-97985000] 2 root root(0,0) None None (1,0)
[35045001-35050000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[109985001-109990000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[113790001-113795000] 2 root root(0,0) None None (0,1)
[73380001-73385000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[11865001-11870000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[12870001-12875000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[23755001-23760000] 3 root root(1,0) root(1,0)(1,1) None (1,3)
[21610001-21615000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[82925001-82930000] 2 root root(0,0) None None (0,2)
[8375001-8380000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[25545001-25550000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[3825001-3830000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[25490001-25495000] 2 root root root(1,0) root(1,0) (0,0)
[42345001-42350000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[70420001-70425000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[12825001-12830000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[94620001-94625000] 2 root root(1,1) None None (2,0)
[62070001-62075000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[93600001-93605000] 2 root root root(0,0) root(0,0) (0,0)
[32025001-32030000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[91940001-91945000] 2 root root(0,0) None None (0,1)
[7550001-7555000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[112640001-112645000] 2 root root(0,0) None None (1,0)
[30595001-30600000] 2 root root(0,0) None None (0,0)
[91750001-91755000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[9815001-9820000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[16875001-16880000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[46015001-46020000] 2 root root(0,0) None None (1,0)
[115975001-115980000] 2 root root(1,1) None None (0,0)
[13455001-13460000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[112185001-112190000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[109525001-109530000] 2 root root(0,0) None None (1,1)
[10815001-10820000] 2 root root(1,1) None None (2,1)
[100475001-100480000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[36510001-36515000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[23900001-23905000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[7580001-7585000] 2 root root(0,0) None None (1,1)
[57905001-57910000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[21735001-21740000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[16170001-16175000] 2 root root root(1,0) root(1,0) (0,0)
[114575001-114580000] 2 root root(0,0) None None (0,0)
[56900001-56905000] 2 root root(0,0) None None (1,0)
[72785001-72790000] 2 root root(0,0) None None (1,0)
[71825001-71830000] 2 root root(0,0) None None (1,0)
[50010001-50015000] 2 root root(0,0) None None (0,3)
[104080001-104085000] 2 root root(0,0) None None (0,0)
[9020001-9025000] 2 root root(1,1) None None (3,1)
[113165001-113170000] 2 root root(0,0) None None (0,0)
[79590001-79595000] 2 root root(0,0) None None (0,0)
[16785001-16790000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[109370001-109375000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[109970001-109975000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[23440001-23445000] 2 root root(0,0) None None (1,0)
[34310001-34315000] 2 root root(0,0) None None (0,0)
[10195001-10200000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[24015001-24020000] 3 root root(1,0) root(1,0)(1,1) None (0,3)
[80110001-80115000] 2 root root(0,0) None None (0,0)
[41290001-41295000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[68810001-68815000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[75865001-75870000] 2 root root(1,1) None None (3,1)
[34380001-34385000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[110965001-110970000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[59905001-59910000] 2 root root(0,0) None None (0,1)
[70675001-70680000] 1 root None None None (0,1)
[18435001-18440000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[98825001-98830000] 3 root root(1,0) root(1,0)(1,1) None (0,1)
[43485001-43490000] 2 root root(1,1) None None (2,0)
[71295001-71300000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[29900001-29905000] 3 root root(1,0) root(1,0)(1,1) None (0,1)
[72970001-72975000] 2 root root(0,0) None None (1,0)
[43100001-43105000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[102470001-102475000] 2 root root(0,0) None None (1,1)
[28360001-28365000] 2 root root(0,0) None None (0,2)
[53775001-53780000] 2 root root(0,0) None None (0,3)
[18105001-18110000] 2 root root(0,0) None None (1,0)
[109500001-109505000] 2 root root(0,0) None None (1,1)
[72760001-72765000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[27130001-27135000] 1 root None None None (0,1)
[106230001-106235000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[67255001-67260000] 2 root root(1,1) None None (2,1)
[43700001-43705000] 2 root root(0,0) None None (0,0)
[14070001-14075000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[92135001-92140000] 2 root root(0,0) None None (0,0)
[66930001-66935000] 2 root root(1,1) None None (3,1)
